14603.0,2022-03-11 12:13:22.638503
14599.0,2022-03-11 12:13:22.727526
14556.0,2022-03-11 12:13:22.816852
14539.0,2022-03-11 12:13:22.906184
14536.0,2022-03-11 12:13:22.994571
14565.0,2022-03-11 12:13:23.084574
14598.0,2022-03-11 12:13:23.173599
14594.0,2022-03-11 12:13:23.262868
14491.0,2022-03-11 12:13:23.351940
14524.0,2022-03-11 12:13:23.441050
14632.0,2022-03-11 12:13:23.529985
14661.0,2022-03-11 12:13:23.619005
14621.0,2022-03-11 12:13:23.708026
14623.0,2022-03-11 12:13:23.797047
14609.0,2022-03-11 12:13:23.886937
14602.0,2022-03-11 12:13:23.975959
14603.0,2022-03-11 12:13:24.065313
14557.0,2022-03-11 12:13:24.154010
14585.0,2022-03-11 12:13:24.243033
14584.0,2022-03-11 12:13:24.333061
14579.0,2022-03-11 12:13:24.422116
14619.0,2022-03-11 12:13:24.511376
14620.0,2022-03-11 12:13:24.600403
14589.0,2022-03-11 12:13:24.689446
14612.0,2022-03-11 12:13:24.778529
14579.0,2022-03-11 12:13:24.867584
14565.0,2022-03-11 12:13:24.956570
14570.0,2022-03-11 12:13:25.046301
14564.0,2022-03-11 12:13:25.135513
14617.0,2022-03-11 12:13:25.224848
14653.0,2022-03-11 12:13:25.313876
14623.0,2022-03-11 12:13:25.402530
14593.0,2022-03-11 12:13:25.492392
14594.0,2022-03-11 12:13:25.581420
14622.0,2022-03-11 12:13:25.669442
14637.0,2022-03-11 12:13:25.759956
14621.0,2022-03-11 12:13:25.848537
14656.0,2022-03-11 12:13:25.937580
14745.0,2022-03-11 12:13:26.026594
14865.0,2022-03-11 12:13:26.116620
14998.0,2022-03-11 12:13:26.205827
14978.0,2022-03-11 12:13:26.294867
14883.0,2022-03-11 12:13:26.383898
14774.0,2022-03-11 12:13:26.472925
14827.0,2022-03-11 12:13:26.562357
14828.0,2022-03-11 12:13:26.651694
14861.0,2022-03-11 12:13:26.740718
14782.0,2022-03-11 12:13:26.829746
14739.0,2022-03-11 12:13:26.918786
14702.0,2022-03-11 12:13:27.008121
14734.0,2022-03-11 12:13:27.097390
14742.0,2022-03-11 12:13:27.186720
14712.0,2022-03-11 12:13:27.275777
14767.0,2022-03-11 12:13:27.365048
14824.0,2022-03-11 12:13:27.454078
14891.0,2022-03-11 12:13:27.543119
14869.0,2022-03-11 12:13:27.632405
14813.0,2022-03-11 12:13:27.721415
14776.0,2022-03-11 12:13:27.810739
14731.0,2022-03-11 12:13:27.899916
14754.0,2022-03-11 12:13:27.989270
14779.0,2022-03-11 12:13:28.078297
14781.0,2022-03-11 12:13:28.167324
14759.0,2022-03-11 12:13:28.256844
14815.0,2022-03-11 12:13:28.345903
14741.0,2022-03-11 12:13:28.434917
14678.0,2022-03-11 12:13:28.523940
14762.0,2022-03-11 12:13:28.612965
14838.0,2022-03-11 12:13:28.701990
14898.0,2022-03-11 12:13:28.791826
14884.0,2022-03-11 12:13:28.880950
14845.0,2022-03-11 12:13:28.970130
14854.0,2022-03-11 12:13:29.059115
14789.0,2022-03-11 12:13:29.148137
14719.0,2022-03-11 12:13:29.237161
14733.0,2022-03-11 12:13:29.326557
14814.0,2022-03-11 12:13:29.416060
14821.0,2022-03-11 12:13:29.505087
14824.0,2022-03-11 12:13:29.594597
14792.0,2022-03-11 12:13:29.682865
14832.0,2022-03-11 12:13:29.772861
14863.0,2022-03-11 12:13:29.861974
14870.0,2022-03-11 12:13:29.951334
14848.0,2022-03-11 12:13:30.040351
14834.0,2022-03-11 12:13:30.129345
14797.0,2022-03-11 12:13:30.218690
14830.0,2022-03-11 12:13:30.307402
14902.0,2022-03-11 12:13:30.396424
14920.0,2022-03-11 12:13:30.485913
14897.0,2022-03-11 12:13:30.574936
14897.0,2022-03-11 12:13:30.664734
14972.0,2022-03-11 12:13:30.753768
15068.0,2022-03-11 12:13:30.842999
15057.0,2022-03-11 12:13:30.931983
15056.0,2022-03-11 12:13:31.021010
14990.0,2022-03-11 12:13:31.110049
14957.0,2022-03-11 12:13:31.199569
15009.0,2022-03-11 12:13:31.289103
15009.0,2022-03-11 12:13:31.378128
15028.0,2022-03-11 12:13:31.467179
15142.0,2022-03-11 12:13:31.556388
15133.0,2022-03-11 12:13:31.645228
15009.0,2022-03-11 12:13:31.734265
15017.0,2022-03-11 12:13:31.823218
15102.0,2022-03-11 12:13:31.913248
15136.0,2022-03-11 12:13:32.002230
15217.0,2022-03-11 12:13:32.091253
15271.0,2022-03-11 12:13:32.180577
15288.0,2022-03-11 12:13:32.270028
