55460.0,2022-03-11 15:17:25.308297
55390.0,2022-03-11 15:17:25.397273
55354.0,2022-03-11 15:17:25.486276
55333.0,2022-03-11 15:17:25.575669
55364.0,2022-03-11 15:17:25.664712
55357.0,2022-03-11 15:17:25.754054
55308.0,2022-03-11 15:17:25.843275
55346.0,2022-03-11 15:17:25.932294
55349.0,2022-03-11 15:17:26.021621
55352.0,2022-03-11 15:17:26.110645
55375.0,2022-03-11 15:17:26.199812
55362.0,2022-03-11 15:17:26.288832
55380.0,2022-03-11 15:17:26.377853
55382.0,2022-03-11 15:17:26.466874
55349.0,2022-03-11 15:17:26.556855
55325.0,2022-03-11 15:17:26.646059
55345.0,2022-03-11 15:17:26.735083
55326.0,2022-03-11 15:17:26.824116
55270.0,2022-03-11 15:17:26.913302
55296.0,2022-03-11 15:17:27.002355
55337.0,2022-03-11 15:17:27.092216
55298.0,2022-03-11 15:17:27.181240
55330.0,2022-03-11 15:17:27.270476
55373.0,2022-03-11 15:17:27.359516
55367.0,2022-03-11 15:17:27.448566
55320.0,2022-03-11 15:17:27.538074
55303.0,2022-03-11 15:17:27.627289
55322.0,2022-03-11 15:17:27.716470
55347.0,2022-03-11 15:17:27.805674
55350.0,2022-03-11 15:17:27.894342
55358.0,2022-03-11 15:17:27.984079
55367.0,2022-03-11 15:17:28.073289
55354.0,2022-03-11 15:17:28.162645
55329.0,2022-03-11 15:17:28.251695
55397.0,2022-03-11 15:17:28.341054
55408.0,2022-03-11 15:17:28.430117
55394.0,2022-03-11 15:17:28.519143
55406.0,2022-03-11 15:17:28.608180
55412.0,2022-03-11 15:17:28.697209
55402.0,2022-03-11 15:17:28.786939
55438.0,2022-03-11 15:17:28.876129
55354.0,2022-03-11 15:17:28.965150
55383.0,2022-03-11 15:17:29.054173
55375.0,2022-03-11 15:17:29.143728
55357.0,2022-03-11 15:17:29.232942
55370.0,2022-03-11 15:17:29.322150
55352.0,2022-03-11 15:17:29.411138
55357.0,2022-03-11 15:17:29.500577
55385.0,2022-03-11 15:17:29.589191
55407.0,2022-03-11 15:17:29.678220
55406.0,2022-03-11 15:17:29.768213
55411.0,2022-03-11 15:17:29.857435
55416.0,2022-03-11 15:17:29.946464
55358.0,2022-03-11 15:17:30.035850
55398.0,2022-03-11 15:17:30.124879
55460.0,2022-03-11 15:17:30.213898
55476.0,2022-03-11 15:17:30.303439
55422.0,2022-03-11 15:17:30.392772
55451.0,2022-03-11 15:17:30.481797
55444.0,2022-03-11 15:17:30.570809
55460.0,2022-03-11 15:17:30.660376
55513.0,2022-03-11 15:17:30.749412
55461.0,2022-03-11 15:17:30.838440
55398.0,2022-03-11 15:17:30.927496
55447.0,2022-03-11 15:17:31.016971
55433.0,2022-03-11 15:17:31.106152
55397.0,2022-03-11 15:17:31.195187
55402.0,2022-03-11 15:17:31.284216
55461.0,2022-03-11 15:17:31.373268
55504.0,2022-03-11 15:17:31.462292
55431.0,2022-03-11 15:17:31.552100
55407.0,2022-03-11 15:17:31.641245
55447.0,2022-03-11 15:17:31.730485
55472.0,2022-03-11 15:17:31.819088
55414.0,2022-03-11 15:17:31.909128
55334.0,2022-03-11 15:17:31.998154
55242.0,2022-03-11 15:17:32.087316
55240.0,2022-03-11 15:17:32.176471
55120.0,2022-03-11 15:17:32.265668
55049.0,2022-03-11 15:17:32.354845
55122.0,2022-03-11 15:17:32.444057
55066.0,2022-03-11 15:17:32.533097
54981.0,2022-03-11 15:17:32.622126
55001.0,2022-03-11 15:17:32.711683
54933.0,2022-03-11 15:17:32.801034
54829.0,2022-03-11 15:17:32.890080
54574.0,2022-03-11 15:17:32.979074
54395.0,2022-03-11 15:17:33.068339
54268.0,2022-03-11 15:17:33.157097
54258.0,2022-03-11 15:17:33.246888
54372.0,2022-03-11 15:17:33.336015
54449.0,2022-03-11 15:17:33.425038
54523.0,2022-03-11 15:17:33.514514
54631.0,2022-03-11 15:17:33.603710
54517.0,2022-03-11 15:17:33.692900
54389.0,2022-03-11 15:17:33.782095
54359.0,2022-03-11 15:17:33.870819
54337.0,2022-03-11 15:17:33.960490
54337.0,2022-03-11 15:17:34.049692
54389.0,2022-03-11 15:17:34.138716
54370.0,2022-03-11 15:17:34.227737
54381.0,2022-03-11 15:17:34.317248
54404.0,2022-03-11 15:17:34.405804
54457.0,2022-03-11 15:17:34.495682
54337.0,2022-03-11 15:17:34.584792
54077.0,2022-03-11 15:17:34.674058
54060.0,2022-03-11 15:17:34.763089
54020.0,2022-03-11 15:17:34.852188
53929.0,2022-03-11 15:17:34.941667
53902.0,2022-03-11 15:17:35.030880
53949.0,2022-03-11 15:17:35.119906
53923.0,2022-03-11 15:17:35.209334
53824.0,2022-03-11 15:17:35.298480
53795.0,2022-03-11 15:17:35.387503
53767.0,2022-03-11 15:17:35.476893
53728.0,2022-03-11 15:17:35.566088
53677.0,2022-03-11 15:17:35.655336
53473.0,2022-03-11 15:17:35.744360
53244.0,2022-03-11 15:17:35.833682
53238.0,2022-03-11 15:17:35.922684
