14563.0,2022-03-11 12:06:39.969833
14594.0,2022-03-11 12:06:40.058894
14650.0,2022-03-11 12:06:40.148160
14604.0,2022-03-11 12:06:40.237251
14558.0,2022-03-11 12:06:40.326336
14590.0,2022-03-11 12:06:40.415089
14620.0,2022-03-11 12:06:40.504772
14594.0,2022-03-11 12:06:40.593993
14596.0,2022-03-11 12:06:40.682782
14552.0,2022-03-11 12:06:40.771803
14579.0,2022-03-11 12:06:40.860823
14586.0,2022-03-11 12:06:40.950844
14613.0,2022-03-11 12:06:41.039865
14629.0,2022-03-11 12:06:41.128885
14637.0,2022-03-11 12:06:41.218207
14689.0,2022-03-11 12:06:41.307393
14723.0,2022-03-11 12:06:41.396293
14705.0,2022-03-11 12:06:41.485308
14611.0,2022-03-11 12:06:41.574328
14577.0,2022-03-11 12:06:41.664005
14615.0,2022-03-11 12:06:41.753064
14635.0,2022-03-11 12:06:41.842600
14588.0,2022-03-11 12:06:41.931626
14603.0,2022-03-11 12:06:42.020966
14570.0,2022-03-11 12:06:42.109998
14582.0,2022-03-11 12:06:42.199130
14621.0,2022-03-11 12:06:42.288049
14650.0,2022-03-11 12:06:42.377069
14676.0,2022-03-11 12:06:42.466728
14626.0,2022-03-11 12:06:42.556006
14634.0,2022-03-11 12:06:42.645007
14646.0,2022-03-11 12:06:42.734025
14572.0,2022-03-11 12:06:42.823372
14576.0,2022-03-11 12:06:42.912080
14646.0,2022-03-11 12:06:43.001458
14608.0,2022-03-11 12:06:43.090483
14585.0,2022-03-11 12:06:43.179504
14635.0,2022-03-11 12:06:43.268524
14660.0,2022-03-11 12:06:43.358466
14644.0,2022-03-11 12:06:43.447577
14613.0,2022-03-11 12:06:43.536763
14618.0,2022-03-11 12:06:43.625784
14661.0,2022-03-11 12:06:43.714805
14681.0,2022-03-11 12:06:43.804293
14634.0,2022-03-11 12:06:43.893632
14606.0,2022-03-11 12:06:43.982630
14595.0,2022-03-11 12:06:44.071972
14557.0,2022-03-11 12:06:44.160805
14622.0,2022-03-11 12:06:44.249827
14653.0,2022-03-11 12:06:44.339022
14637.0,2022-03-11 12:06:44.428670
