0,0.28868205845356
0.012,0.425437465310097
0.023,0.764327123761177
0.033,0.601503998041153
0.043,0.37473626434803
0.054,0.467943027615547
0.064,0.721337273716927
0.075,0.640954822301865
0.085,0.447779893875122
0.096,0.597657635807991
0.107,0.621248036623001
0.117,0.668168067932129
0.128,0.507812947034836
0.129,0.751586630940437
0.137,0.670198351144791
0.148,0.57559460401535
0.158,0.595059245824814
0.168,0.544255599379539
0.179,0.598132610321045
0.189,0.724215060472488
0.203,0.482210889458656
0.221,0.582719221711159
0.231,0.436706468462944
0.242,0.46868808567524
0.255,0.754930078983307
0.265,0.59889629483223
0.275,0.722343102097511
0.285,0.670887529850006
0.296,0.531217083334923
0.306,0.680545344948769
0.316,0.600116327404976
0.326,0.531375408172607
0.336,0.439165160059929
0.347,0.615222379565239
0.358,0.669155269861221
0.368,0.500418245792389
0.378,0.617187470197678
0.388,0.583212822675705
0.411,0.70616602897644
0.422,0.529717653989792
0.439,0.613322481513023
0.449,0.794790685176849
0.459,0.623911619186401
0.469,0.242870301008224
0.471,0.595049932599068
0.483,0.584330409765244
0.493,0.563431531190872
0.497,0.6827712059021
0.507,0.638430938124657
0.517,0.547021627426147
0.527,0.582830980420113
0.542,0.635366886854172
0.552,0.735903158783913
0.562,0.607958063483238
0.572,0.435402616858482
0.583,0.50026923418045
0.593,0.550001859664917
0.603,0.641783699393272
0.613,0.51603652536869
0.623,0.703055411577225
0.633,0.46994537115097
0.643,0.536767765879631
0.653,0.48748217523098
0.663,0.704554840922356
0.673,0.323094427585602
0.683,0.6144680082798
0.693,0.598793849349022
0.703,0.480180606245995
0.714,0.587012618780136
0.724,0.795768573880196
0.734,0.411039218306541
0.744,0.508455559611321
0.754,0.806283205747604
0.764,0.589294359087944
0.774,0.59567391872406
0.784,0.589275732636452
0.794,0.552451238036156
0.804,0.552097335457802
0.814,0.944286584854126
0.818,0.221505761146545
0.828,0.451225787401199
0.839,0.659925863146782
0.849,0.567706301808357
0.859,0.478457659482956
0.869,0.69095753133297
0.879,0.667329877614975
0.889,0.385846942663193
0.899,0.576600432395935
0.911,0.585569068789482
0.921,0.648731365799904
0.931,0.417008996009827
0.941,0.691097229719162
0.951,0.588838011026382
0.962,0.730101019144058
0.972,0.838432461023331
0.982,0.70447102189064
0.992,0.39796344935894
1.002,0.623958185315132
1.012,0.639278441667557
1.022,0.472497195005417
1.032,0.545792281627655
1.042,0.659860670566559
1.052,0.36042183637619
1.062,0.56522898375988
1.072,0.588754191994667
1.082,0.518662855029106
1.092,0.509778037667274
1.102,0.714408233761787
